image_name,hands_found,left_hand_landmarks,cropped_hand
<_io.TextIOWrapper name='hand_crop_info.csv' mode='a' encoding='cp1252'>,1,"[x: 0.118653119
y: 0.516115189
z: 3.4869197e-007
, x: 0.16799365
y: 0.509045422
z: -0.0240142029
, x: 0.206088707
y: 0.471435428
z: -0.0290818755
, x: 0.205573171
y: 0.431691825
z: -0.0305618122
, x: 0.170512125
y: 0.418332756
z: -0.0321179517
, x: 0.19177939
y: 0.429434478
z: -0.0151418932
, x: 0.204012677
y: 0.389563859
z: -0.0252379961
, x: 0.20755741
y: 0.363365203
z: -0.0357785039
, x: 0.210102811
y: 0.339827806
z: -0.044960808
, x: 0.162669599
y: 0.41976276
z: -0.0130435172
, x: 0.175392926
y: 0.375299513
z: -0.0224596635
, x: 0.184181154
y: 0.345150292
z: -0.0340891182
, x: 0.191194922
y: 0.320080906
z: -0.0430124
, x: 0.13389124
y: 0.4193618
z: -0.0136456
, x: 0.142868921
y: 0.376821578
z: -0.0250427611
, x: 0.153977409
y: 0.348392338
z: -0.0372126959
, x: 0.162734404
y: 0.32452023
z: -0.0458764248
, x: 0.101556897
y: 0.425292909
z: -0.0163798891
, x: 0.108268306
y: 0.392842919
z: -0.0287756454
, x: 0.116838381
y: 0.371471
z: -0.0365693271
, x: 0.125090227
y: 0.350991756
z: -0.0422015376
]",Left
<_io.TextIOWrapper name='hand_crop_info.csv' mode='a' encoding='cp1252'>,1,"[x: 0.154836088
y: 0.427249789
z: 4.3975777e-007
, x: 0.192745164
y: 0.432519257
z: 0.00144050713
, x: 0.22885
y: 0.419573724
z: -0.00343511254
, x: 0.259769261
y: 0.415545613
z: -0.0123899598
, x: 0.289349943
y: 0.415396094
z: -0.0228313711
, x: 0.211935565
y: 0.376520753
z: 0.00805832539
, x: 0.231584772
y: 0.357842714
z: -0.000238687164
, x: 0.25459066
y: 0.3517524
z: -0.00830890611
, x: 0.274654776
y: 0.352869481
z: -0.0145975528
, x: 0.198547557
y: 0.373227268
z: -0.00351823866
, x: 0.223097816
y: 0.349344134
z: -0.0143222073
, x: 0.251650661
y: 0.347430617
z: -0.023904236
, x: 0.277436018
y: 0.354404598
z: -0.0296601634
, x: 0.184375867
y: 0.373215139
z: -0.0167750083
, x: 0.210708082
y: 0.349070907
z: -0.0281832498
, x: 0.241747394
y: 0.347688287
z: -0.0355686955
, x: 0.269759119
y: 0.352636844
z: -0.0395292081
, x: 0.171714872
y: 0.377929688
z: -0.0303925723
, x: 0.199771956
y: 0.359792471
z: -0.0408556089
, x: 0.225169301
y: 0.356124431
z: -0.0466239378
, x: 0.248277798
y: 0.357039064
z: -0.0500782207
]",Left
<_io.TextIOWrapper name='hand_crop_info.csv' mode='a' encoding='cp1252'>,2,"[x: 0.131750673
y: 0.529122
z: 4.04341392e-007
, x: 0.174140215
y: 0.521253049
z: -0.00652052229
, x: 0.212308764
y: 0.500023127
z: -0.0185199622
, x: 0.250754684
y: 0.496095538
z: -0.0338408202
, x: 0.285929173
y: 0.49776271
z: -0.0508016422
, x: 0.182638124
y: 0.447385669
z: -0.0139431534
, x: 0.194118053
y: 0.414704144
z: -0.0366066061
, x: 0.217833072
y: 0.410813749
z: -0.0538263433
, x: 0.241939574
y: 0.417666376
z: -0.0643077
, x: 0.162693098
y: 0.447230607
z: -0.0258016884
, x: 0.172368318
y: 0.40632531
z: -0.0499206968
, x: 0.203866124
y: 0.402692795
z: -0.0674613491
, x: 0.231741816
y: 0.415721178
z: -0.0771125257
, x: 0.142150044
y: 0.454078615
z: -0.0395013541
, x: 0.150662452
y: 0.411967754
z: -0.0606175773
, x: 0.182637274
y: 0.406712025
z: -0.0749106631
, x: 0.212035269
y: 0.414196819
z: -0.0820781514
, x: 0.123122655
y: 0.467101842
z: -0.0539011396
, x: 0.135627761
y: 0.437350124
z: -0.0732638836
, x: 0.160296172
y: 0.423892707
z: -0.0854502544
, x: 0.18604064
y: 0.419257194
z: -0.0922835767
]",Left
<_io.TextIOWrapper name='hand_crop_info.csv' mode='a' encoding='cp1252'>,1,"[x: 0.119618639
y: 0.498514056
z: 3.44058918e-007
, x: 0.161974952
y: 0.496114522
z: -0.000629773829
, x: 0.202529043
y: 0.479109973
z: -0.00582822226
, x: 0.236333594
y: 0.469842762
z: -0.0161937531
, x: 0.253028125
y: 0.448672831
z: -0.0258605666
, x: 0.175725684
y: 0.426503837
z: 0.0142931156
, x: 0.195224822
y: 0.392647386
z: 0.00240978785
, x: 0.222484514
y: 0.397704542
z: -0.00798174459
, x: 0.235552818
y: 0.414147884
z: -0.0121099986
, x: 0.163589612
y: 0.423473299
z: 0.00412358483
, x: 0.183724135
y: 0.383371353
z: -0.00786978
, x: 0.216359645
y: 0.390926868
z: -0.0189447347
, x: 0.230090797
y: 0.411288828
z: -0.0227451399
, x: 0.148972839
y: 0.421528488
z: -0.0085828742
, x: 0.168495461
y: 0.38189733
z: -0.0164808109
, x: 0.202848956
y: 0.388999254
z: -0.0201575048
, x: 0.21907565
y: 0.406729728
z: -0.0200931
, x: 0.134812132
y: 0.424344301
z: -0.0226672348
, x: 0.158907071
y: 0.398228943
z: -0.0312989131
, x: 0.18836832
y: 0.398404449
z: -0.0347534567
, x: 0.207274601
y: 0.408207446
z: -0.0345361233
]",Left
<_io.TextIOWrapper name='hand_crop_info.csv' mode='a' encoding='cp1252'>,1,"[x: 0.134302601
y: 0.49041158
z: 2.12812594e-007
, x: 0.174105495
y: 0.481605589
z: -0.0112183914
, x: 0.21324715
y: 0.461993545
z: -0.0241022967
, x: 0.246611744
y: 0.455731273
z: -0.0394960754
, x: 0.275351912
y: 0.450630814
z: -0.0549254157
, x: 0.186816603
y: 0.399686575
z: -0.0139709478
, x: 0.196448207
y: 0.359117329
z: -0.0373548865
, x: 0.220780224
y: 0.354886025
z: -0.055787567
, x: 0.242480963
y: 0.3627415
z: -0.065948233
, x: 0.169194296
y: 0.397796839
z: -0.021818433
, x: 0.177598521
y: 0.351887465
z: -0.0441134833
, x: 0.208933786
y: 0.34859702
z: -0.0619494766
, x: 0.232568055
y: 0.360566
z: -0.0717785
, x: 0.150513917
y: 0.402425498
z: -0.0318275653
, x: 0.156351566
y: 0.357636571
z: -0.0504645146
, x: 0.188749284
y: 0.352436215
z: -0.0630630404
, x: 0.214378878
y: 0.361029655
z: -0.0689613596
, x: 0.131704241
y: 0.413170218
z: -0.0431190953
, x: 0.142275661
y: 0.380836248
z: -0.0585279688
, x: 0.167215437
y: 0.369169027
z: -0.0672779232
, x: 0.190610245
y: 0.367794603
z: -0.071505
]",Left
<_io.TextIOWrapper name='hand_crop_info.csv' mode='a' encoding='cp1252'>,1,"[x: 0.181020647
y: 0.486545384
z: 1.81691874e-007
, x: 0.220069826
y: 0.477598965
z: 0.0203773901
, x: 0.242751092
y: 0.464063585
z: 0.0230063107
, x: 0.265130877
y: 0.457920372
z: 0.0186757538
, x: 0.286293268
y: 0.453413486
z: 0.0141852982
, x: 0.20633176
y: 0.424755573
z: 0.0159684066
, x: 0.236596256
y: 0.397852659
z: 0.00949593261
, x: 0.26556617
y: 0.397194803
z: 0.00557327829
, x: 0.286697477
y: 0.403553814
z: 0.00418266887
, x: 0.20356977
y: 0.425245583
z: -0.00154614786
, x: 0.238890409
y: 0.393308312
z: -0.0097916415
, x: 0.272673637
y: 0.393568933
z: -0.0127828978
, x: 0.292857289
y: 0.402903497
z: -0.0122859078
, x: 0.20760949
y: 0.430634
z: -0.0183821041
, x: 0.240222484
y: 0.400582016
z: -0.0225086194
, x: 0.27184087
y: 0.399278373
z: -0.0193743128
, x: 0.291036844
y: 0.405634046
z: -0.0157895833
, x: 0.220543385
y: 0.44110021
z: -0.0342716835
, x: 0.245643318
y: 0.415771723
z: -0.0355343595
, x: 0.266977072
y: 0.409017444
z: -0.0313355289
, x: 0.282247633
y: 0.40875867
z: -0.0270111971
]",Left
<_io.TextIOWrapper name='hand_crop_info.csv' mode='a' encoding='cp1252'>,2,"[x: 0.158970177
y: 0.463607907
z: 3.44192557e-007
, x: 0.194590837
y: 0.462826788
z: -0.00438158214
, x: 0.227731481
y: 0.450961679
z: -0.0096531529
, x: 0.25265187
y: 0.444740176
z: -0.0179364271
, x: 0.263206035
y: 0.429718077
z: -0.0260846727
, x: 0.20059295
y: 0.394401878
z: 0.00382190803
, x: 0.213850021
y: 0.367228389
z: -0.00656985678
, x: 0.236528426
y: 0.365332127
z: -0.0153694712
, x: 0.255206019
y: 0.373540401
z: -0.0198663585
, x: 0.185721979
y: 0.390774876
z: -0.00389788835
, x: 0.197288737
y: 0.355218589
z: -0.0161321759
, x: 0.225301325
y: 0.355009019
z: -0.0266399272
, x: 0.246222734
y: 0.369650245
z: -0.0310628507
, x: 0.170826316
y: 0.391878188
z: -0.0135120032
, x: 0.179761171
y: 0.355181694
z: -0.0246852804
, x: 0.208603084
y: 0.35434249
z: -0.032181181
, x: 0.230673671
y: 0.366136879
z: -0.0345478207
, x: 0.156451285
y: 0.399162799
z: -0.0241251197
, x: 0.170652479
y: 0.372308403
z: -0.0355165936
, x: 0.193676382
y: 0.364694476
z: -0.0422222205
, x: 0.214340925
y: 0.367219865
z: -0.0446138978
]",Left
<_io.TextIOWrapper name='hand_crop_info.csv' mode='a' encoding='cp1252'>,2,"[x: 0.159491733
y: 0.460467339
z: 2.19598448e-007
, x: 0.193061009
y: 0.457455784
z: -0.0163273886
, x: 0.224017903
y: 0.441698462
z: -0.0263346378
, x: 0.24447909
y: 0.430626094
z: -0.036676012
, x: 0.261073738
y: 0.41656372
z: -0.0470482074
, x: 0.211117715
y: 0.396902025
z: -0.0122083295
, x: 0.225778818
y: 0.37032178
z: -0.0292141959
, x: 0.243227661
y: 0.369319528
z: -0.0439108685
, x: 0.25560227
y: 0.377954364
z: -0.0520706
, x: 0.1923251
y: 0.392168164
z: -0.0131425234
, x: 0.202870801
y: 0.360504627
z: -0.0299414322
, x: 0.224355608
y: 0.360567689
z: -0.0461768247
, x: 0.239324093
y: 0.373698354
z: -0.055384472
, x: 0.171740025
y: 0.393529236
z: -0.0163339134
, x: 0.178349823
y: 0.36083895
z: -0.0312366616
, x: 0.199656025
y: 0.359444499
z: -0.0441515073
, x: 0.215679422
y: 0.37108168
z: -0.0506724678
, x: 0.150143951
y: 0.400486827
z: -0.0208347086
, x: 0.158370167
y: 0.376165807
z: -0.034822911
, x: 0.176755369
y: 0.369450539
z: -0.0446114503
, x: 0.193780169
y: 0.373536557
z: -0.0496332385
]",Left
<_io.TextIOWrapper name='hand_crop_info.csv' mode='a' encoding='cp1252'>,1,"[x: 0.187051684
y: 0.469899178
z: 3.4481684e-007
, x: 0.219489217
y: 0.467986703
z: -0.011428819
, x: 0.25583145
y: 0.446370929
z: -0.0170120746
, x: 0.2823973
y: 0.435779154
z: -0.023609478
, x: 0.307202578
y: 0.427769095
z: -0.0299225915
, x: 0.23183018
y: 0.39701581
z: 0.00169798138
, x: 0.24274762
y: 0.374652237
z: -0.00956296828
, x: 0.260099679
y: 0.365006864
z: -0.0213711988
, x: 0.276596963
y: 0.363722116
z: -0.0298003256
, x: 0.214388356
y: 0.393808961
z: -0.00246087858
, x: 0.227635488
y: 0.365309775
z: -0.0171017367
, x: 0.249261171
y: 0.358257949
z: -0.0317687802
, x: 0.272714734
y: 0.362355
z: -0.0402302481
, x: 0.196616977
y: 0.397610158
z: -0.0091741886
, x: 0.210916966
y: 0.366771281
z: -0.0253565107
, x: 0.232569292
y: 0.360375494
z: -0.0349851362
, x: 0.257544637
y: 0.363167405
z: -0.0387585536
, x: 0.183064729
y: 0.408787876
z: -0.0171686634
, x: 0.209952146
y: 0.385672539
z: -0.0317531936
, x: 0.230744064
y: 0.374652952
z: -0.0389267243
, x: 0.251544565
y: 0.370958686
z: -0.0419491604
]",Left
<_io.TextIOWrapper name='hand_crop_info.csv' mode='a' encoding='cp1252'>,2,"[x: 0.1772
y: 0.506497383
z: 2.41587315e-007
, x: 0.209847286
y: 0.500109851
z: -0.00779877231
, x: 0.235979021
y: 0.483847141
z: -0.0145817297
, x: 0.25809145
y: 0.475333035
z: -0.0228976794
, x: 0.276662529
y: 0.46747458
z: -0.0315420292
, x: 0.213985682
y: 0.436200559
z: -0.00350873731
, x: 0.219074264
y: 0.409337
z: -0.0169762075
, x: 0.233795792
y: 0.399734855
z: -0.0296781305
, x: 0.249520734
y: 0.398085445
z: -0.037499804
, x: 0.198635697
y: 0.434324741
z: -0.00866553187
, x: 0.204101443
y: 0.402075917
z: -0.0219224263
, x: 0.222539708
y: 0.392472863
z: -0.0354072265
, x: 0.24056308
y: 0.396286696
z: -0.0435283072
, x: 0.183359236
y: 0.438397408
z: -0.0155845359
, x: 0.187291712
y: 0.406406552
z: -0.0279374551
, x: 0.204969093
y: 0.396333516
z: -0.03893907
, x: 0.223055035
y: 0.397572517
z: -0.0450062826
, x: 0.167662
y: 0.447705954
z: -0.0233139656
, x: 0.17265363
y: 0.423955739
z: -0.0356985554
, x: 0.185980856
y: 0.411157876
z: -0.0437289216
, x: 0.201809213
y: 0.405659974
z: -0.047964137
]",Left
<_io.TextIOWrapper name='hand_crop_info.csv' mode='a' encoding='cp1252'>,1,"[x: 0.209565029
y: 0.555333853
z: 2.82485956e-007
, x: 0.240287423
y: 0.548951566
z: -0.00786708854
, x: 0.2640737
y: 0.531421721
z: -0.0157615636
, x: 0.286642671
y: 0.520409822
z: -0.0255276449
, x: 0.303752035
y: 0.506925642
z: -0.035123121
, x: 0.227004364
y: 0.492041916
z: -0.00242108502
, x: 0.228127047
y: 0.462951064
z: -0.0154685397
, x: 0.246930525
y: 0.455729097
z: -0.0270968564
, x: 0.264583528
y: 0.458409667
z: -0.0334335603
, x: 0.214670748
y: 0.491074145
z: -0.00700827595
, x: 0.214246
y: 0.458547026
z: -0.0209895335
, x: 0.239291981
y: 0.452078074
z: -0.034275759
, x: 0.260225445
y: 0.460488528
z: -0.0412284
, x: 0.2021624
y: 0.49413231
z: -0.0133858938
, x: 0.201400787
y: 0.461532712
z: -0.0242642183
, x: 0.227107897
y: 0.45538643
z: -0.0331010669
, x: 0.248578534
y: 0.461017191
z: -0.0370730609
, x: 0.191476166
y: 0.501177073
z: -0.0207460839
, x: 0.196631327
y: 0.477032363
z: -0.0308149047
, x: 0.214029565
y: 0.466008723
z: -0.0375450291
, x: 0.231192529
y: 0.463555455
z: -0.0405826345
]",Left
<_io.TextIOWrapper name='hand_crop_info.csv' mode='a' encoding='cp1252'>,1,"[x: 0.16942963
y: 0.511248
z: 2.10544044e-007
, x: 0.21006906
y: 0.499185026
z: -0.00111698941
, x: 0.242197528
y: 0.467126191
z: -0.00867729448
, x: 0.270265
y: 0.447523206
z: -0.0207305755
, x: 0.298312128
y: 0.431539685
z: -0.0325838625
, x: 0.216844946
y: 0.416103661
z: -0.00684208889
, x: 0.22728458
y: 0.369992375
z: -0.0310849026
, x: 0.26179111
y: 0.372887284
z: -0.0485241376
, x: 0.287126482
y: 0.386551321
z: -0.0573562086
, x: 0.199240163
y: 0.415495604
z: -0.0204219949
, x: 0.212357044
y: 0.360953927
z: -0.0463373251
, x: 0.256002456
y: 0.366290927
z: -0.0630886704
, x: 0.282462448
y: 0.384312272
z: -0.0701476783
, x: 0.179867283
y: 0.420391232
z: -0.0356844701
, x: 0.197226629
y: 0.372673631
z: -0.0581463948
, x: 0.242879182
y: 0.376868516
z: -0.0675340295
, x: 0.271917909
y: 0.390831679
z: -0.0694831833
, x: 0.161327198
y: 0.431141466
z: -0.0512846261
, x: 0.182038799
y: 0.396318525
z: -0.0715515912
, x: 0.216054082
y: 0.386843681
z: -0.0802226886
, x: 0.241992548
y: 0.38646397
z: -0.0830590874
]",Left
<_io.TextIOWrapper name='hand_crop_info.csv' mode='a' encoding='cp1252'>,2,"[x: 0.115450069
y: 0.46302256
z: 1.54313554e-007
, x: 0.144636616
y: 0.451967359
z: 0.000414880138
, x: 0.168863818
y: 0.432922095
z: -0.00407801615
, x: 0.191525966
y: 0.423466504
z: -0.0123509858
, x: 0.212818414
y: 0.417035609
z: -0.0207180735
, x: 0.140764654
y: 0.40005219
z: 0.00401128875
, x: 0.149475873
y: 0.373416156
z: -0.00877545774
, x: 0.170392931
y: 0.373758197
z: -0.0195823926
, x: 0.18740043
y: 0.380559027
z: -0.0257932413
, x: 0.13131918
y: 0.400559276
z: -0.00497005275
, x: 0.14131999
y: 0.370096713
z: -0.0191768054
, x: 0.16735059
y: 0.371109635
z: -0.0303661674
, x: 0.185169
y: 0.381074
z: -0.0359467901
, x: 0.120307833
y: 0.403288484
z: -0.0154240401
, x: 0.130005702
y: 0.373388
z: -0.0267574545
, x: 0.157625824
y: 0.374214709
z: -0.0327871777
, x: 0.177525684
y: 0.382229418
z: -0.0348809101
, x: 0.110356979
y: 0.408764333
z: -0.0264796671
, x: 0.122319929
y: 0.387058735
z: -0.0364203863
, x: 0.143561319
y: 0.381631792
z: -0.041322697
, x: 0.161410689
y: 0.382511497
z: -0.0433583483
]",Left
<_io.TextIOWrapper name='hand_crop_info.csv' mode='a' encoding='cp1252'>,1,"[x: 0.130922675
y: 0.514751375
z: 3.04986543e-007
, x: 0.167951077
y: 0.51073283
z: -0.0147375297
, x: 0.199949041
y: 0.498785198
z: -0.03122182
, x: 0.225334585
y: 0.493031263
z: -0.048162844
, x: 0.247038
y: 0.485261649
z: -0.0659676641
, x: 0.16652666
y: 0.457752258
z: -0.0296264701
, x: 0.173001558
y: 0.428213209
z: -0.0528172553
, x: 0.194378495
y: 0.424063057
z: -0.0691254064
, x: 0.214396015
y: 0.426757902
z: -0.0782685652
, x: 0.150991395
y: 0.459571302
z: -0.0336968862
, x: 0.159266278
y: 0.426762104
z: -0.0566578768
, x: 0.186180413
y: 0.424126536
z: -0.0721347928
, x: 0.207972988
y: 0.430444747
z: -0.0807793513
, x: 0.136258572
y: 0.465562254
z: -0.0389388911
, x: 0.144356236
y: 0.43471238
z: -0.058071509
, x: 0.173196137
y: 0.430964589
z: -0.0693172
, x: 0.196393475
y: 0.434714258
z: -0.0746479854
, x: 0.124261603
y: 0.475594759
z: -0.0450891741
, x: 0.135857582
y: 0.453085899
z: -0.0599088855
, x: 0.15764378
y: 0.445829451
z: -0.0673906803
, x: 0.177523956
y: 0.445245951
z: -0.0712114125
]",Left
<_io.TextIOWrapper name='hand_crop_info.csv' mode='a' encoding='cp1252'>,1,"[x: 0.205510631
y: 0.518386424
z: 2.59034437e-007
, x: 0.231884
y: 0.516250432
z: -0.0120505961
, x: 0.255346
y: 0.508411288
z: -0.0226707552
, x: 0.273138285
y: 0.505311966
z: -0.0337865129
, x: 0.285836577
y: 0.495806456
z: -0.0448206179
, x: 0.245072901
y: 0.46525082
z: -0.0131456349
, x: 0.2506378
y: 0.440710843
z: -0.0275644753
, x: 0.26494655
y: 0.437628776
z: -0.0387442969
, x: 0.276762843
y: 0.442911029
z: -0.0447671898
, x: 0.229700759
y: 0.463635981
z: -0.0159585588
, x: 0.230556861
y: 0.433288783
z: -0.0291160885
, x: 0.248532578
y: 0.431112826
z: -0.0389590375
, x: 0.263367891
y: 0.440765142
z: -0.0442589298
, x: 0.214740306
y: 0.466954201
z: -0.0206193421
, x: 0.213752687
y: 0.437966228
z: -0.0321553908
, x: 0.23190631
y: 0.434955508
z: -0.0394296907
, x: 0.24857
y: 0.441489488
z: -0.0427935645
, x: 0.199830055
y: 0.474722028
z: -0.0265623797
, x: 0.204159334
y: 0.455326617
z: -0.0374756
, x: 0.219822973
y: 0.448689491
z: -0.0439167656
, x: 0.235904738
y: 0.448696345
z: -0.0470139571
]",Left
<_io.TextIOWrapper name='hand_crop_info.csv' mode='a' encoding='cp1252'>,2,"[x: 0.178529426
y: 0.480725199
z: 1.84359052e-007
, x: 0.206105977
y: 0.465326428
z: -0.0055901655
, x: 0.228194237
y: 0.443116486
z: -0.0136329895
, x: 0.248675629
y: 0.429042757
z: -0.0247795675
, x: 0.254078984
y: 0.410611033
z: -0.0350940414
, x: 0.183970585
y: 0.407407373
z: -0.00129241659
, x: 0.181426
y: 0.37526691
z: -0.0176431369
, x: 0.206385434
y: 0.376111835
z: -0.0304330178
, x: 0.225214824
y: 0.385043353
z: -0.0368241407
, x: 0.172322288
y: 0.409311652
z: -0.00846942049
, x: 0.168036446
y: 0.372085303
z: -0.0257007722
, x: 0.199608222
y: 0.374243915
z: -0.0392790698
, x: 0.220872268
y: 0.38493368
z: -0.0456533618
, x: 0.160456598
y: 0.413327307
z: -0.017580701
, x: 0.155385658
y: 0.378833562
z: -0.0311627649
, x: 0.188879251
y: 0.378938764
z: -0.038275905
, x: 0.212201908
y: 0.387460202
z: -0.0404185168
, x: 0.151241139
y: 0.421112418
z: -0.027787229
, x: 0.156146735
y: 0.395541161
z: -0.0392898545
, x: 0.180660576
y: 0.389286757
z: -0.0446611792
, x: 0.200764596
y: 0.390234441
z: -0.0465232879
]",Left
<_io.TextIOWrapper name='hand_crop_info.csv' mode='a' encoding='cp1252'>,1,"[x: 0.207642213
y: 0.573281288
z: 3.17447473e-007
, x: 0.237565383
y: 0.571855783
z: -0.0100385267
, x: 0.268949807
y: 0.560142815
z: -0.0218910053
, x: 0.295560718
y: 0.559381306
z: -0.03515549
, x: 0.321089536
y: 0.560839295
z: -0.048944585
, x: 0.264923275
y: 0.515158474
z: -0.017272329
, x: 0.284618169
y: 0.488500923
z: -0.0375681855
, x: 0.30615741
y: 0.492161632
z: -0.0527187921
, x: 0.322604835
y: 0.502516508
z: -0.0615751147
, x: 0.248805076
y: 0.512471855
z: -0.023575
, x: 0.271004498
y: 0.481383264
z: -0.0439957529
, x: 0.297061
y: 0.488393873
z: -0.0579920225
, x: 0.313716173
y: 0.502894759
z: -0.0656433925
, x: 0.229979262
y: 0.514454961
z: -0.0314489752
, x: 0.249961942
y: 0.482252479
z: -0.0494301468
, x: 0.27652216
y: 0.488410413
z: -0.0587356277
, x: 0.29525283
y: 0.500156581
z: -0.0627371892
, x: 0.210011333
y: 0.521483958
z: -0.040180698
, x: 0.232288554
y: 0.501539409
z: -0.0554564148
, x: 0.256788522
y: 0.501143157
z: -0.0625418
, x: 0.276743263
y: 0.505206764
z: -0.0659232214
]",Left
<_io.TextIOWrapper name='hand_crop_info.csv' mode='a' encoding='cp1252'>,1,"[x: 0.123348445
y: 0.583720922
z: 2.41813979e-007
, x: 0.15892458
y: 0.570277691
z: -0.00134531653
, x: 0.182895184
y: 0.5457232
z: -0.00557153579
, x: 0.20634982
y: 0.530541182
z: -0.0135017345
, x: 0.228845701
y: 0.519574642
z: -0.0216640234
, x: 0.151399568
y: 0.50509733
z: 0.00773648592
, x: 0.152870893
y: 0.476443946
z: -0.00293879909
, x: 0.171425626
y: 0.470241249
z: -0.0137086688
, x: 0.1903992
y: 0.47166723
z: -0.0206685867
, x: 0.136962861
y: 0.506243944
z: -0.000980289187
, x: 0.136877626
y: 0.472701937
z: -0.0133830989
, x: 0.162016749
y: 0.467011034
z: -0.0248373076
, x: 0.185511246
y: 0.473311365
z: -0.031190224
, x: 0.122238591
y: 0.511042535
z: -0.0116585428
, x: 0.122656114
y: 0.476560295
z: -0.0241513085
, x: 0.149253741
y: 0.471050113
z: -0.0323203765
, x: 0.173571959
y: 0.475970507
z: -0.0359067321
, x: 0.109103829
y: 0.520046711
z: -0.022970438
, x: 0.119059667
y: 0.494080842
z: -0.0348879844
, x: 0.140103877
y: 0.485562384
z: -0.0409727134
, x: 0.160534859
y: 0.48475948
z: -0.0436114222
]",Left
<_io.TextIOWrapper name='hand_crop_info.csv' mode='a' encoding='cp1252'>,2,"[x: 0.212779522
y: 0.499447286
z: 2.31770827e-007
, x: 0.238030374
y: 0.498661727
z: -0.00846708659
, x: 0.263780385
y: 0.491612464
z: -0.0180519018
, x: 0.283884704
y: 0.491524
z: -0.029323047
, x: 0.301335961
y: 0.486762643
z: -0.0409544557
, x: 0.255661756
y: 0.452772081
z: -0.00849492196
, x: 0.27294004
y: 0.431439042
z: -0.0225685202
, x: 0.290763289
y: 0.434290797
z: -0.0347469635
, x: 0.303366929
y: 0.441640109
z: -0.0418455116
, x: 0.244695261
y: 0.450351685
z: -0.0129122725
, x: 0.261779249
y: 0.424525499
z: -0.0284752399
, x: 0.283122361
y: 0.430907339
z: -0.04216782
, x: 0.294552922
y: 0.443472028
z: -0.0496482
, x: 0.232039511
y: 0.450098962
z: -0.0185719132
, x: 0.246951118
y: 0.424532056
z: -0.0312285628
, x: 0.269067973
y: 0.431762159
z: -0.0397009403
, x: 0.280925483
y: 0.444064856
z: -0.0432699397
, x: 0.218527168
y: 0.453298807
z: -0.0251062047
, x: 0.236535847
y: 0.435749471
z: -0.0356355719
, x: 0.255929232
y: 0.437549621
z: -0.041005861
, x: 0.268368095
y: 0.444457
z: -0.0433077291
]",Left
<_io.TextIOWrapper name='hand_crop_info.csv' mode='a' encoding='cp1252'>,1,"[x: 0.111081116
y: 0.483197749
z: 2.46488668e-007
, x: 0.145468891
y: 0.466345489
z: -0.0054377662
, x: 0.167261586
y: 0.443855822
z: -0.0144036226
, x: 0.188454539
y: 0.431724101
z: -0.0268674809
, x: 0.204178751
y: 0.419769466
z: -0.0400947928
, x: 0.12402302
y: 0.402123362
z: -0.00547947967
, x: 0.123936586
y: 0.368378282
z: -0.0246607196
, x: 0.145751148
y: 0.360543817
z: -0.0413260683
, x: 0.169024721
y: 0.361251742
z: -0.0514165647
, x: 0.108721204
y: 0.404620498
z: -0.0160259772
, x: 0.108856656
y: 0.366745919
z: -0.0376899727
, x: 0.13862887
y: 0.360460639
z: -0.0564636737
, x: 0.166415498
y: 0.366563827
z: -0.0669189245
, x: 0.0935495
y: 0.411371678
z: -0.0283091608
, x: 0.0921548828
y: 0.375638843
z: -0.0453490689
, x: 0.122408256
y: 0.367798537
z: -0.0580978021
, x: 0.151064396
y: 0.370597869
z: -0.064644523
, x: 0.080441
y: 0.422545284
z: -0.0416125767
, x: 0.0741878
y: 0.393764317
z: -0.0552131161
, x: 0.0907281637
y: 0.378405511
z: -0.0635593385
, x: 0.112080894
y: 0.371832609
z: -0.0683367476
]",Left
<_io.TextIOWrapper name='hand_crop_info.csv' mode='a' encoding='cp1252'>,1,"[x: 0.0915072411
y: 0.514805317
z: 2.95705718e-007
, x: 0.137620315
y: 0.497818261
z: -0.0110725556
, x: 0.176838249
y: 0.475485831
z: -0.03232399
, x: 0.212073907
y: 0.468152344
z: -0.0565451495
, x: 0.242354393
y: 0.461391479
z: -0.0822764039
, x: 0.118556365
y: 0.419580132
z: -0.03672437
, x: 0.143315494
y: 0.385328531
z: -0.0746743754
, x: 0.182434246
y: 0.388468206
z: -0.102308922
, x: 0.213420734
y: 0.398807853
z: -0.117998108
, x: 0.0956532657
y: 0.425997704
z: -0.0500165597
, x: 0.126037642
y: 0.382904947
z: -0.0887942761
, x: 0.173470467
y: 0.38939172
z: -0.113414764
, x: 0.204195157
y: 0.402955115
z: -0.12624228
, x: 0.0782415643
y: 0.439361244
z: -0.0643001497
, x: 0.108139932
y: 0.402863413
z: -0.0977093577
, x: 0.157071829
y: 0.405704319
z: -0.113934822
, x: 0.188575864
y: 0.41532445
z: -0.119684249
, x: 0.0679921806
y: 0.459215313
z: -0.0789110288
, x: 0.0938244164
y: 0.430131674
z: -0.102738388
, x: 0.129059762
y: 0.423287749
z: -0.112127006
, x: 0.156594485
y: 0.422868
z: -0.116004609
]",Left
